ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW,Timestamp
AL032004,            CHARLEY,20040813,1945, L, HU,26.6N,82.2W,130,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2004-08-13 19:45:00
AL091999,               GERT,19990916,0,  , HU,17.8N,50.8W,130,930,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1999-09-16 00:00:00
AL101964,              HILDA,19641002,0,  , HU,25.2N,91.4W,130,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1964-10-02 00:00:00
AL171995,               OPAL,19951004,1000, I, HU,26.6N,88.8W,130,916,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1995-10-04 10:00:00
AL132002,               LILI,20021002,2013, I, HU,25.9N,89.9W,125,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2002-10-02 20:13:00
AL092008,                IKE,20080904,600,  , HU,22.4N,55.0W,125,935,115,100,90,120,75,50,40,60,30,25,20,25,2008-09-04 06:00:00
AL062004,            FRANCES,20040831,1800,  , HU,20.3N,65.0W,125,942,160,130,120,160,100,90,75,90,55,45,45,60,2004-08-31 18:00:00
AL051996,            EDOUARD,19960828,0,  , HU,20.9N,60.4W,125,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1996-08-28 00:00:00
AL082014,            GONZALO,20141016,1800,  , HU,26.5N,68.3W,125,942,130,130,90,110,70,70,50,50,40,40,30,35,2014-10-16 18:00:00
AL071963,              FLORA,19631003,1200,  , HU,16.5N,72.0W,125,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1963-10-03 12:00:00
AL091964,             GLADYS,19640917,1800,  , HU,25.0N,65.1W,125,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1964-09-17 18:00:00
AL102003,             FABIAN,20030902,0,  , HU,19.3N,58.3W,125,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2003-09-02 00:00:00
AL122004,               KARL,20040921,600,  , HU,19.6N,47.3W,125,938,225,200,150,225,90,90,60,90,60,60,45,60,2004-09-21 06:00:00
AL172008,             PALOMA,20081108,1800,  , HU,20.2N,78.8W,125,951,100,70,50,80,50,35,30,40,25,25,25,25,2008-11-08 18:00:00
AL072010,               EARL,20100902,600,  , HU,28.6N,74.3W,125,927,200,180,120,180,120,120,80,100,80,70,40,60,2010-09-02 06:00:00
AL111988,               JOAN,19881022,600,  , HU,11.9N,83.2W,125,932,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1988-10-22 06:00:00
AL091985,             GLORIA,19850925,600,  , HU,25.1N,70.9W,125,920,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1985-09-25 06:00:00
AL101989,          GABRIELLE,19890906,0,  , HU,22.2N,58.3W,125,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1989-09-06 00:00:00
AL101952,                FOX,19521024,1800, L, HU,22.0N,80.9W,125,934,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1952-10-24 18:00:00
AL051961,             ESTHER,19610919,1800,  , HU,32.0N,72.6W,125,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1961-09-19 18:00:00
AL112001,               IRIS,20011009,200, L, HU,16.3N,88.4W,125,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2001-10-09 02:00:00
AL041950,                DOG,19500905,1200,  , HU,24.6N,67.7W,125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1950-09-05 12:00:00
AL091988,             HELENE,19880923,1800,  , HU,15.3N,46.1W,125,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1988-09-23 18:00:00
AL051960,              DONNA,19600907,0,  , HU,21.8N,69.7W,125,932,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1960-09-07 00:00:00
AL031999,               BRET,19990822,600,  , HU,25.5N,95.5W,125,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1999-08-22 06:00:00
AL151975,             GLADYS,19751002,1200,  , HU,35.3N,69.8W,120,939,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1975-10-02 12:00:00
AL132000,              ISAAC,20000928,1800,  , HU,26.6N,54.2W,120,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000-09-28 18:00:00
AL152001,           MICHELLE,20011104,600,  , HU,20.1N,83.3W,120,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2001-11-04 06:00:00
AL021955,             CONNIE,19550807,1800,  , HU,22.8N,68.8W,120,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1955-08-07 18:00:00
AL152000,              KEITH,20001001,600,  , HU,17.9N,87.2W,120,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000-10-01 06:00:00
AL081955,               IONE,19550918,0,  , HU,27.9N,74.0W,120,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1955-09-18 00:00:00
AL162011,            OPHELIA,20111002,0,  , HU,32.8N,62.5W,120,940,180,180,80,90,60,60,40,40,30,30,20,20,2011-10-02 00:00:00
AL041957,             CARRIE,19570908,1800,  , HU,18.0N,45.2W,120,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1957-09-08 18:00:00
AL031958,               CLEO,19580815,1800,  , HU,18.1N,49.6W,120,947,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-15 18:00:00
AL101978,               ELLA,19780904,1200,  , HU,40.0N,63.0W,120,956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1978-09-04 12:00:00
AL021961,              BETSY,19610905,1800,  , HU,26.9N,52.9W,120,952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1961-09-05 18:00:00
AL061950,                FOX,19500914,1800,  , HU,24.9N,59.4W,120,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1950-09-14 18:00:00
AL131995,               LUIS,19950903,600,  , HU,17.4N,51.8W,120,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1995-09-03 06:00:00
AL041999,              CINDY,19990829,0,  , HU,31.5N,58.4W,120,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1999-08-29 00:00:00
AL122010,              JULIA,20100915,1200,  , HU,17.7N,32.2W,120,948,105,75,75,90,40,30,30,30,30,20,20,20,2010-09-15 12:00:00
AL122011,              KATIA,20110906,0,  , HU,25.6N,64.0W,120,942,180,120,110,140,80,70,60,70,50,50,40,50,2011-09-06 00:00:00
AL071995,              FELIX,19950812,1800,  , HU,24.3N,61.0W,120,929,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1995-08-12 18:00:00
AL081996,           HORTENSE,19960913,0,  , HU,25.9N,71.5W,120,935,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1996-09-13 00:00:00
AL161978,              GRETA,19780918,600,  , HU,15.8N,84.3W,115,947,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1978-09-18 06:00:00
AL141954,              HAZEL,19541015,1200,  , HU,32.7N,78.7W,115,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1954-10-15 12:00:00
AL061991,          CLAUDETTE,19910907,1200,  , HU,27.2N,61.7W,115,946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1991-09-07 12:00:00
AL061964,               DORA,19640906,600,  , HU,26.1N,64.4W,115,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1964-09-06 06:00:00
AL081959,             GRACIE,19590929,600,  , HU,30.6N,79.1W,115,951,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-09-29 06:00:00
AL041958,              DAISY,19580828,0,  , HU,30.3N,75.0W,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-28 00:00:00
AL062010,           DANIELLE,20100827,1800,  , HU,27.1N,60.1W,115,942,180,150,130,150,90,75,75,90,50,50,35,50,2010-08-27 18:00:00
AL041951,            CHARLIE,19510820,200, L, HU,20.3N,87.0W,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-20 02:00:00
AL152008,               OMAR,20081016,600,  , HU,18.2N,63.9W,115,958,120,120,75,45,60,75,40,40,25,30,25,15,2008-10-16 06:00:00
AL021949,            UNNAMED,19490827,0,  , HU,26.6N,80.1W,115,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1949-08-27 00:00:00
AL161981,             HARVEY,19810915,0,  , HU,28.4N,62.6W,115,946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1981-09-15 00:00:00
AL061982,              DEBBY,19820918,0,  , HU,38.8N,62.3W,115,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1982-09-18 00:00:00
AL111950,               KING,19501018,500, L, HU,25.7N,80.2W,115,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1950-10-18 05:00:00
AL032009,               BILL,20090820,600,  , HU,21.1N,59.6W,115,949,200,175,100,175,105,90,60,90,75,45,30,45,2009-08-20 06:00:00
AL111979,           FREDERIC,19790912,1200,  , HU,27.4N,87.0W,115,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1979-09-12 12:00:00
AL101984,              DIANA,19840912,0,  , HU,33.9N,77.7W,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1984-09-12 00:00:00
AL132010,               KARL,20100917,1200,  , HU,19.6N,95.6W,110,956,80,70,70,80,40,30,30,40,20,15,15,20,2010-09-17 12:00:00
AL111964,             ISBELL,19641014,1200,  , HU,24.0N,82.9W,110,964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1964-10-14 12:00:00
AL032000,            ALBERTO,20000812,1800,  , HU,36.8N,53.8W,110,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000-08-12 18:00:00
AL162003,               KATE,20031004,1800,  , HU,30.2N,54.0W,110,952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2003-10-04 18:00:00
AL121987,              EMILY,19870922,1800,  , HU,16.7N,69.1W,110,958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1987-09-22 18:00:00
AL121970,               ELLA,19700912,1200,  , HU,23.9N,97.9W,110,967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1970-09-12 12:00:00
AL131975,             ELOISE,19750923,1200,  , HU,30.2N,86.3W,110,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1975-09-23 12:00:00
AL021957,             AUDREY,19570627,1330, L, HU,29.8N,93.7W,110,946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1957-06-27 13:30:00
AL022008,             BERTHA,20080707,2100, I, HU,20.3N,51.9W,110,952,100,60,45,100,50,30,20,50,20,0,0,20,2008-07-07 21:00:00
AL161969,              GERDA,19690909,1800,  , HU,40.1N,69.9W,110,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1969-09-09 18:00:00
AL071961,            FRANCES,19611007,0,  , HU,32.9N,66.3W,110,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1961-10-07 00:00:00
AL011950,               ABLE,19500820,0,  , HU,32.8N,75.2W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1950-08-20 00:00:00
AL042015,              DANNY,20150821,1200,  , HU,13.8N,47.8W,110,960,50,30,30,50,30,20,20,30,15,10,10,15,2015-08-21 12:00:00
AL102002,            ISIDORE,20020921,1800,  , HU,21.9N,86.1W,110,946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2002-09-21 18:00:00
AL071997,              ERIKA,19970909,1800,  , HU,27.9N,60.2W,110,951,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1997-09-09 18:00:00
AL051985,              ELENA,19850902,0,  , HU,29.4N,85.9W,110,953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1985-09-02 00:00:00
AL041949,            UNNAMED,19490909,0,  , HU,34.4N,62.1W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1949-09-09 00:00:00
AL081954,               EDNA,19540910,0,  , HU,29.6N,76.3W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1954-09-10 00:00:00
AL061966,              FAITH,19660828,1200,  , HU,23.3N,70.7W,110,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1966-08-28 12:00:00
AL011966,               ALMA,19660608,1800,  , HU,24.2N,82.4W,110,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1966-06-08 18:00:00
AL041970,              CELIA,19700803,1800,  , HU,27.5N,96.3W,110,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1970-08-03 18:00:00
AL051950,               EASY,19500905,1800,  , HU,29.1N,82.8W,105,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1950-09-05 18:00:00
AL181981,              IRENE,19810928,1800,  , HU,28.4N,56.2W,105,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1981-09-28 18:00:00
AL091959,             HANNAH,19590930,1800,  , HU,27.9N,65.6W,105,959,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-09-30 18:00:00
AL021963,             BEULAH,19630824,1200,  , HU,23.7N,59.7W,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1963-08-24 12:00:00
AL062014,            EDOUARD,20140916,1200,  , HU,30.6N,57.8W,105,955,150,130,130,150,80,80,70,80,40,50,40,40,2014-09-16 12:00:00
AL082006,             GORDON,20060914,1800,  , HU,29.8N,55.4W,105,958,120,120,90,90,50,50,40,50,25,25,15,25,2006-09-14 18:00:00
AL041961,             DEBBIE,19610912,1800,  , HU,33.0N,45.6W,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1961-09-12 18:00:00
AL072009,               FRED,20090909,1200,  , HU,13.6N,32.1W,105,958,105,105,45,60,45,45,25,30,25,25,15,25,2009-09-09 12:00:00
AL092011,              IRENE,20110824,1200,  , HU,21.9N,73.3W,105,957,180,150,90,150,90,60,45,80,45,40,25,40,2011-08-24 12:00:00
AL061952,            CHARLIE,19520926,1800,  , HU,30.3N,73.1W,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1952-09-26 18:00:00
AL112004,             JEANNE,20040926,0,  , HU,27.1N,79.4W,105,951,180,150,125,150,100,90,70,90,60,60,50,60,2004-09-26 00:00:00
AL091955,              HILDA,19550916,0,  , HU,19.2N,85.4W,105,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1955-09-16 00:00:00
AL062001,               ERIN,20010909,1800,  , HU,32.4N,62.8W,105,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2001-09-09 18:00:00
AL131985,               KATE,19851121,0,  , HU,26.8N,86.5W,105,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1985-11-21 00:00:00
AL092006,             HELENE,20060918,1200,  , HU,22.7N,49.7W,105,958,175,150,100,125,90,65,45,60,45,40,30,35,2006-09-18 12:00:00
AL031956,              BETSY,19560814,1200,  , HU,25.7N,76.0W,105,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1956-08-14 12:00:00
AL071976,              BELLE,19760809,0,  , HU,30.9N,75.3W,105,957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1976-08-09 00:00:00
AL081990,             GUSTAV,19900831,600,  , HU,30.3N,57.5W,105,956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1990-08-31 06:00:00
AL061996,               FRAN,19960904,1800,  , HU,27.7N,75.5W,105,952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1996-09-04 18:00:00
AL012004,               ALEX,20040805,0,  , HU,38.5N,66.0W,105,957,80,150,125,75,50,80,60,50,30,50,30,20,2004-08-05 00:00:00
AL081969,             DEBBIE,19690820,1200,  , HU,25.1N,63.3W,105,953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1969-08-20 12:00:00
AL021998,             BONNIE,19980825,1200,  , HU,28.8N,74.7W,100,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1998-08-25 12:00:00
AL031991,                BOB,19910819,600,  , HU,36.5N,74.5W,100,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1991-08-19 06:00:00
AL201969,               INGA,19691005,1800,  , HU,31.9N,59.5W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1969-10-05 18:00:00
AL141981,              FLOYD,19810907,600,  , HU,27.5N,68.9W,100,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1981-09-07 06:00:00
AL131969,          FRANCELIA,19690902,1800,  , HU,16.4N,86.7W,100,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1969-09-02 18:00:00
AL132012,            MICHAEL,20120906,1200,  , HU,29.9N,41.4W,100,964,60,60,30,40,30,30,20,20,15,15,10,10,2012-09-06 12:00:00
AL121996,               LILI,19961019,1200,  , HU,24.4N,74.0W,100,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1996-10-19 12:00:00
AL051962,               ELLA,19621020,0,  , HU,31.9N,72.8W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1962-10-20 00:00:00
AL061954,              CAROL,19540831,1400, L, HU,40.9N,72.2W,100,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1954-08-31 14:00:00
AL051993,              EMILY,19930901,600,  , HU,36.6N,74.4W,100,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1993-09-01 06:00:00
AL071951,                FOX,19510908,0,  , HU,24.3N,53.8W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-08 00:00:00
AL071975,           CAROLINE,19750831,0,  , HU,24.0N,97.0W,100,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1975-08-31 00:00:00
AL142005,              MARIA,20050906,0,  , HU,32.6N,56.6W,100,962,100,100,60,80,50,50,30,40,20,20,20,20,2005-09-06 00:00:00
AL151995,            MARILYN,19950917,300, I, HU,20.7N,67.1W,100,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1995-09-17 03:00:00
AL091953,           FLORENCE,19530925,1800,  , HU,25.9N,87.5W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1953-09-25 18:00:00
AL071953,               EDNA,19530918,0,  , HU,32.3N,65.8W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1953-09-18 00:00:00
AL182011,               RINA,20111026,0,  , HU,17.4N,84.6W,100,966,75,75,75,100,35,50,45,35,20,20,20,25,2011-10-26 00:00:00
AL021996,             BERTHA,19960709,1200,  , HU,21.4N,69.4W,100,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1996-07-09 12:00:00
AL072001,              FELIX,20010914,0,  , HU,28.2N,47.2W,100,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2001-09-14 00:00:00
AL111976,            FRANCES,19760901,600,  , HU,26.3N,54.3W,100,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1976-09-01 06:00:00
AL191995,            ROXANNE,19951011,200, L, HU,20.0N,87.6W,100,958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1995-10-11 02:00:00
AL031983,             ALICIA,19830818,700, L, HU,29.1N,95.1W,100,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1983-08-18 07:00:00
AL091996,            ISIDORE,19960928,0,  , HU,15.8N,42.9W,100,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1996-09-28 00:00:00
AL061960,              ETHEL,19600914,1800,  , HU,25.6N,90.0W,100,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1960-09-14 18:00:00
AL011961,               ANNA,19610721,1800,  , HU,13.7N,73.3W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1961-07-21 18:00:00
AL091974,              BECKY,19740831,1200,  , HU,40.3N,56.0W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1974-08-31 12:00:00
AL121980,            FRANCES,19800909,0,  , HU,12.8N,29.8W,100,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1980-09-09 00:00:00
